,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
0,2,2015-06-02 11:19:29,2015-06-02 11:47:52,1,1.63,-73.95442962646483,40.76414108276367,1,N,-73.9747543334961,40.754093170166016,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8
1,2,2015-06-02 11:19:30,2015-06-02 11:27:56,1,0.46,-73.97144317626953,40.75894165039063,1,N,-73.97853851318358,40.76190948486328,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
2,2,2015-06-02 11:19:31,2015-06-02 11:30:30,1,0.87,-73.97811126708984,40.73843383789063,1,N,-73.99027252197266,40.74543762207031,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0
3,2,2015-06-02 11:19:31,2015-06-02 11:39:02,1,2.13,-73.94589233398438,40.773529052734375,1,N,-73.97152709960938,40.76033020019531,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
4,1,2015-06-02 11:19:32,2015-06-02 11:32:49,1,1.4,-73.97908782958984,40.77677154541016,1,N,-73.98216247558594,40.75899887084961,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
5,1,2015-06-02 11:19:33,2015-06-02 11:28:48,1,1.4,-73.94464111328125,40.77946472167969,1,N,-73.96136474609375,40.77156066894531,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
6,1,2015-06-02 11:19:34,2015-06-02 11:38:46,1,1.8,-73.99286651611328,40.748210906982415,1,N,-73.96977233886719,40.74845886230469,1,12.5,0.0,0.5,3.0,0.0,0.3,16.3
7,1,2015-06-02 11:19:35,2015-06-02 12:36:46,4,11.9,-73.86307525634764,40.76925277709961,1,N,-73.98670959472656,40.76130676269531,1,52.5,0.0,0.5,15.0,5.54,0.3,73.84
8,2,2015-06-02 11:19:36,2015-06-02 11:45:19,1,1.27,-73.9914321899414,40.749305725097656,1,N,-73.98506164550781,40.759525299072266,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
9,1,2015-06-02 11:19:38,2015-06-02 11:23:50,1,0.6,-73.97073364257811,40.79620742797852,1,N,-73.97747039794923,40.78950881958008,1,5.0,0.0,0.5,0.5,0.0,0.3,6.3
10,2,2015-06-02 11:19:38,2015-06-02 11:19:43,3,0.01,0.0,0.0,2,N,0.0,0.0,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
11,2,2015-06-02 11:19:39,2015-06-02 11:36:43,1,1.65,-73.98049163818358,40.730690002441406,1,N,-73.99601745605469,40.7163314819336,1,12.0,0.0,0.5,2.0,0.0,0.3,14.8
