,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
6000,1,2015-06-04 15:18:45,2015-06-04 15:38:06,2,2.8,-73.9261245727539,40.769798278808594,1,N,-73.88536071777342,40.773147583007805,1,14.5,0.0,0.5,3.8,0.0,0.3,19.1
6001,2,2015-06-04 15:18:46,2015-06-04 15:58:51,1,2.26,-73.99951171875,40.71854019165039,1,N,-73.990966796875,40.745361328125,2,23.5,0.0,0.5,0.0,0.0,0.3,24.3
6002,2,2015-06-04 15:18:47,2015-06-04 15:29:57,2,2.18,-73.95742797851561,40.76416778564453,1,N,-73.94952392578125,40.789409637451165,1,9.5,0.0,0.5,2.0,0.0,0.3,12.3
6003,2,2015-06-04 15:18:48,2015-06-04 15:26:48,1,1.08,-73.96943664550781,40.75766372680664,1,N,-73.96294403076173,40.77069854736328,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
6004,1,2015-06-04 15:17:52,2015-06-04 15:37:51,2,2.2,-73.9676513671875,40.80315780639648,1,N,-73.96172332763672,40.77972030639648,1,14.0,0.0,0.5,2.95,0.0,0.3,17.75
6005,2,2015-06-04 15:17:52,2015-06-04 16:00:12,1,2.87,-73.97926330566406,40.744495391845696,1,N,-73.98213195800781,40.7741584777832,1,24.5,0.0,0.5,6.32,0.0,0.3,31.62
6006,1,2015-06-04 15:17:53,2015-06-04 15:34:07,1,1.3,-73.98490142822266,40.74811935424805,1,N,-73.98422241210938,40.76066970825195,1,11.0,0.0,0.5,3.0,0.0,0.3,14.8
6007,1,2015-06-04 15:17:54,2015-06-04 15:23:11,2,0.8,-73.97989654541014,40.78602600097656,1,N,-73.97103118896483,40.789527893066406,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55
6008,2,2015-06-04 15:17:51,2015-06-04 15:31:01,1,0.72,-73.99346160888672,40.752201080322266,1,N,-73.9984130859375,40.749473571777344,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
6009,1,2015-06-04 15:17:56,2015-06-04 15:40:42,3,1.7,-74.00281524658203,40.76048278808594,1,N,-73.98352813720702,40.75115203857422,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3
6010,2,2015-06-04 15:17:56,2015-06-04 16:21:18,1,18.9,-73.9755630493164,40.76348876953125,2,N,-73.77754211425781,40.64468002319336,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
6011,2,2015-06-04 15:17:57,2015-06-04 15:35:42,3,1.55,-74.00249481201173,40.73974609375,1,N,-73.98826599121092,40.75919342041016,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
6012,2,2015-06-04 15:17:58,2015-06-04 16:17:08,1,13.83,-73.87453460693358,40.77407836914063,1,N,-73.98548126220702,40.71788024902344,1,48.0,0.0,0.5,5.0,5.54,0.3,59.34
6013,2,2015-06-04 15:17:59,2015-06-04 15:25:47,2,1.69,-73.96575927734375,40.771381378173835,1,N,-73.9661407470703,40.78958511352539,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
6014,2,2015-06-04 15:17:56,2015-06-04 15:40:41,6,3.91,-73.9654769897461,40.80025863647461,1,N,-73.91831970214845,40.811389923095696,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8
6015,2,2015-06-04 15:18:00,2015-06-04 15:29:58,1,1.17,-73.95420837402342,40.78453826904297,1,N,-73.95640563964844,40.77143096923828,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
6016,1,2015-06-04 15:18:00,2015-06-04 16:05:57,1,10.0,-73.98609161376953,40.76195907592773,1,N,-73.87185668945312,40.774272918701165,1,37.0,0.0,0.5,8.65,5.54,0.3,51.99
6017,1,2015-06-04 15:18:01,2015-06-04 15:26:11,1,1.0,-73.99409484863281,40.75109100341797,1,N,-73.98504638671875,40.76408386230469,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
6018,2,2015-06-04 15:18:02,2015-06-04 15:31:13,1,0.62,-73.97886657714845,40.75016021728516,1,N,-73.97254180908203,40.75809097290039,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
6019,1,2015-06-04 15:18:03,2015-06-04 15:30:00,1,1.0,-73.9710922241211,40.755416870117195,1,N,-73.9744415283203,40.74421310424805,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
6020,2,2015-06-04 15:18:04,2015-06-04 15:40:43,2,2.49,-73.95867156982422,40.77996063232422,1,N,-73.97052764892578,40.752201080322266,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
6021,1,2015-06-04 15:18:05,2015-06-04 15:47:57,1,1.9,-73.99051666259764,40.76085662841797,1,N,-73.9854736328125,40.74177551269531,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
